C店代码,开店时间,,当月B店铺天数,当月有消保天数,当月有旺铺天数,当月有淘客天数,当月有P4P天数,当月在线商品数之和,当月有记录天数,J/K近似平均商品,当月最后一天店铺状态,主营类目ID,主营类目名称,当月最后一天在线商品数,省份ID,省份名称,城市ID,城市名称,区县ID,区县名称,行政辖区ID,行政辖区,城市等级,ipv_pv,Ln(pv),ipv_uv,Ln(uv),sales,Ln(交易额),笔数,Ln(笔数),买家数,全部网店人员,合并-主营,主营店人员,共用人员,主营店营业额,主营店人员数,店主/合伙人人数,雇佣员工人数,帮工人数,店主/合伙人_工作时间,雇佣员工工作时长,帮工工作时长,平均月工资,开店之前的工作,其他,职业状态,职业状态_其他,是否最主要收入来源,性别,婚姻状况,年龄,学历,最常所在地,户口,旺旺uid,旺旺子账号数量,当月有登陆旺旺子账号数量,卖家星级ID,卖家星级名称
c00064,41403,0,0,20,30,0,0,1535,30,51.16666667,0,50008090,3C数码配件,50,210000,辽宁省,210300,鞍山市,210302,铁东区,100077,鞍山市区,3,613,6.418364936,105,4.65396035,572,6.349138991,5,1.609437912,4,,1,,,,1,1,,2,,,,,个体户,,个体户,,不是主要收入来源,女,未婚,26-30岁,大学本科,地级市/县级市市区,非农业户口,90439255,\N,0,1,1星级
c00065,40792,,0,30,30,0,0,5805,30,193.5,0,25,玩具/模型/动漫/早教/益智,194,440000,广东省,440100,广州市,440111,白云区,100550,广州市区,1,4583,8.430109085,2087,7.643482907,16922.1,9.736375739,301,5.707110265,173,,3,,,,3,1,1,,,,,,受雇于企业,,只经营网店，没有其他工作,,是唯一收入来源,女,已婚,26-30岁,高中/中专/职高,农村,农业户口,664429976,4,0,9,4钻
c00066,41415,0,0,0,0,0,0,345,30,11.5,2,50011740,流行男鞋,0,520000,贵州省,520100,贵阳市,520102,南明区,100555,贵阳市区,3,130,4.86753445,74,4.304065093,388,5.96100534,3,1.098612289,3,,1,,,,1,1,,,40,,,,无事可做（休息、待业）,,受雇于企业（包括个体户）,,不是主要收入来源,男,未婚,23-25岁,大专,省会城市市区,非农业户口,89261343,\N,0,-1,信用得分=0
c00067,41415,0,0,30,7,0,0,681,30,22.7,0,50010404,服饰配件/皮带/帽子/围巾,25,350000,福建省,350200,厦门市,350206,湖里区,101518,厦门市区,2,642,6.464588304,230,5.438079309,6403.55,8.764607803,95,4.553876892,52,,2,,,,2,2,2,1,9,9,2,1000,受雇于企业（包括个体户）,,企业主（自有注册公司）,,不是主要收入来源,女,已婚,26-30岁,大学本科,直辖市市区,非农业户口,393175923,2,1,4,4星级
c00068,41415,0,0,0,30,19,0,722,30,24.06666667,0,16,女装/女士精品,25,440000,广东省,440300,深圳市,440303,罗湖区,101591,深圳市区,1,978,6.88550967,374,5.924255797,4062.44,8.309539057,26,3.258096538,13,,1,,,,1,1,1,,10,2,,2000,无事可做（休息、待业）,,只经营网店，没有其他工作,,不是主要收入来源,男,未婚,26-30岁,初中或以下,直辖市市区,农业户口,1116433542,1,1,2,2星级
c00069,40240,,0,30,30,30,30,5746,30,191.5333333,0,50008163,床上用品/布艺软饰,191,110000,北京,110100,北京市,110112,通州区,100180,北京市区,1,39932,10.59493329,21198,9.961662117,180778.76,12.10502924,2093,7.646353722,947,6,4,4,2,70,,1,5,4,12,10,4,5000,企业主（自有注册公司）,,企业主（自有注册公司）,,不是主要收入来源,男,已婚,36-40岁,大专,直辖市市区,农业户口,352050798,6,4,12,2皇冠
c00070,41415,0,0,0,0,0,0,1660,30,55.33333333,0,16,女装/女士精品,64,350000,福建省,350500,泉州市,350581,石狮市,101476,石狮市,5,186,5.225746674,46,3.828641396,1424,7.261225092,10,2.302585093,7,,2,,,,2,2,,,,,,,受雇于企业（包括个体户）,,受雇于企业（包括个体户）,,不是主要收入来源,女,未婚,23-25岁,大专,地级市/县级市市区,农转非户口,1700213066,2,0,3,3星级
c00071,40386,,0,30,30,30,30,6662,30,222.0666667,0,21,居家日用/婚庆/创意礼品,227,440000,广东省,440300,深圳市,440306,宝安区,101591,深圳市区,1,17969,9.79640333,7828,8.965462329,16767.47,9.727195979,2488,7.819234454,320,2,2,2,2,70,,2,,,14,,,,在淘宝（天猫）其他网店工作,,受雇于企业（包括个体户）,,是唯一收入来源,男,未婚,23-25岁,大专,地级市/县级市市区,农业户口,390104233,6,2,9,4钻
c00072,41415,0,0,30,30,30,0,1924,30,64.13333333,0,16,女装/女士精品,66,330000,浙江省,330100,杭州市,330104,江干区,100650,杭州市区,2,3649,8.202208436,1971,7.586296307,7514.94,8.924648318,80,4.382026635,71,,1,,,,1,1,1,1,70,70,70,2000,受雇于企业（包括个体户）,,受雇于企业（包括个体户）,,是主要收入来源,男,未婚,18-22岁,高中/中专/职高,省会城市市区,农业户口,1087412662,1,0,4,4星级
c00073,40975,,0,30,30,30,30,2529,30,84.3,0,50013864,饰品/流行首饰/时尚饰品新,90,320000,江苏省,320500,苏州市,320585,太仓市,101649,太仓市,5,1875,7.536363938,812,6.69950034,9367,9.144948153,15,2.708050201,10,2,2,2,1,95,,2,,1,70,,9,,受雇于企业,,只经营网店，没有其他工作,,是主要收入来源,男,已婚,41-50岁,大学本科,地级市/县级市市区,非农业户口,60902835,1,1,4,4星级
c00074,41360,,0,30,30,30,0,4390,30,146.3333333,0,50002766,零食/坚果/特产,158,330000,浙江省,330100,杭州市,330109,萧山区,100650,杭州市区,2,4032,8.30201781,2248,7.717796211,15666.82,9.659300379,533,6.278521424,109,2,2,2,1,90,,2,,,15,,,,受雇于企业（包括个体户）,,打理自己的实体店或工厂,,是主要收入来源,男,已婚,26-30岁,大专,地级市/县级市市区,农业户口,260919081,\N,0,7,2钻
c00075,40547,,0,30,30,30,0,2486,30,82.86666667,0,50020808,家居饰品,128,430000,湖南省,430100,长沙市,430105,开福区,102251,长沙市区,2,1019,6.926577033,425,6.052089169,1349,7.207118856,6,1.791759469,3,,4,,,,4,1,2,1,56,5,2,1200,受雇于企业,,只经营网店，没有其他工作,,不是主要收入来源,女,已婚,36-40岁,大学本科,省会城市市区,非农业户口,23540890,12,3,6,1钻
c00076,41415,0,0,6,30,0,0,1968,30,65.6,0,50006842,箱包皮具/热销女包/男包,70,320000,江苏省,320200,无锡市,320296,新区,101826,无锡市区,2,1000,6.907755279,726,6.587550015,1146,7.044032897,12,2.48490665,7,3,2,2,2,80,,1,,1,8,,8,,受雇于企业,,受雇于企业（包括个体户）,,不是主要收入来源,男,已婚,26-30岁,大学本科,农村,农业户口,383544770,\N,0,6,1钻
c00077,41403,0,0,30,30,30,0,243,30,8.1,0,50008090,3C数码配件,12,510000,四川省,510100,成都市,510106,金牛区,100282,成都市区,2,3167,8.060540047,1199,7.089243155,1057.64,6.96379529,22,3.091042453,10,,4,,,,4,2,2,3,60,42,10,2000,个体户,,个体户,,不是主要收入来源,男,未婚,23-25岁,高中/中专/职高,省会城市市区,农业户口,139677158,2,2,5,5星级
c00078,39311,,0,30,30,0,30,8005,30,266.8333333,0,25,玩具/模型/动漫/早教/益智,275,330000,浙江省,330300,温州市,330302,鹿城区,101798,温州市区,2,1918,7.559038255,1055,6.961296046,5899.39,8.682604235,95,4.553876892,29,,2,,,,2,1,,1,21,,10,,受雇于企业,,受雇于企业（包括个体户）,,是主要收入来源,女,已婚,31-35岁,大专,地级市/县级市市区,农转非户口,64099348,\N,0,7,2钻
c00079,41414,0,0,30,0,0,0,3312,30,110.4,0,16,女装/女士精品,117,440000,广东省,440100,广州市,440111,白云区,100550,广州市区,1,2292,7.737180078,680,6.522092798,1495,7.309881486,15,2.708050201,12,,1,,,,1,1,,,16,,,,个体户,,只经营网店，没有其他工作,,是唯一收入来源,女,未婚,23-25岁,高中/中专/职高,省会城市市区,农业户口,1696152841,\N,0,3,3星级
c00080,41414,0,0,30,0,30,30,1523,30,50.76666667,0,16,女装/女士精品,62,440000,广东省,440100,广州市,440111,白云区,100550,广州市区,1,99569,11.50860615,55142,10.91766696,103168.51,11.54411895,2988,8.002359546,2500,,6,,,,6,1,4,1,12,8,5,2500,个体户,,只经营网店，没有其他工作,,是唯一收入来源,男,已婚,26-30岁,高中/中专/职高,省会城市市区,农业户口,1700658157,1,1,10,5钻
c00081,41413,0,0,0,0,0,0,510,30,17,0,16,女装/女士精品,17,440000,广东省,440100,广州市,440111,白云区,100550,广州市区,1,207,5.332718793,120,4.787491743,891,6.792344427,26,3.258096538,11,,1,,,,1,1,,1,50,,20,,受雇于企业,,受雇于企业（包括个体户）,,不是主要收入来源,男,未婚,23-25岁,大学本科,省会城市市区,非农业户口,153174517,2,0,3,3星级
c00082,41399,0,0,30,30,9,0,3677,30,122.5666667,0,50008090,3C数码配件,148,510000,四川省,510100,成都市,510185,其它区,100282,成都市区,2,2388,7.778211475,537,6.285998095,1465.08,7.289665127,149,5.003946306,40,,1,,,,1,1,,,50,,,,受雇于企业,,受雇于企业（包括个体户）,,是主要收入来源,女,已婚,26-30岁,大学本科,省会城市市区,非农业户口,72192003,2,2,7,2钻
c00083,41413,0,0,30,0,0,0,769,30,25.63333333,0,50006842,箱包皮具/热销女包/男包,26,330000,浙江省,330400,嘉兴市,330411,秀洲区,100868,嘉兴市区,3,360,5.886104031,245,5.501258211,733.49,6.597813964,22,3.091042453,10,,1,,,,1,1,1,1,70,,,,受雇于企业（包括个体户）,,,销售,不是主要收入来源,女,已婚,31-35岁,高中/中专/职高,郊区,农转非户口,276980340,\N,0,2,2星级
c00084,39662,,0,30,30,0,30,1517,30,50.56666667,0,50004958,移动/联通/电信充值中心,53,350000,福建省,350500,泉州市,350582,晋江市,101473,晋江市,5,174,5.159055299,72,4.276666119,4116.39,8.322731845,45,3.80666249,32,,3,,,,3,1,1,1,10,10,10,,个体户,,个体户,,不是主要收入来源,男,已婚,31-35岁,高中/中专/职高,地级市/县级市市区,农业户口,69690596,\N,0,4,4星级
c00085,41369,,0,30,0,30,0,6,30,0.2,0,50002768,个人护理/保健/按摩器材,0,370000,山东省,370100,济南市,370103,市中区,100841,济南市区,2,640,6.461468176,476,6.165417854,162.6,5.091293197,7,1.945910149,7,,2,,,,2,2,,,18,,,100,在淘宝（天猫）其他网店工作,淘宝运营+美工,只经营网店，没有其他工作,希望在淘宝有所成就,是唯一收入来源,男,未婚,23-25岁,大学本科,省会城市市区,农业户口,1647908410,\N,0,8,3钻
c00086,41413,0,0,0,30,0,0,1451,30,48.36666667,0,16,女装/女士精品,58,440000,广东省,440100,广州市,440106,天河区,100550,广州市区,1,100,4.605170186,35,3.555348061,330,5.799092654,4,1.386294361,3,,2,,,,2,1,1,,,,,,上学,,只经营网店，没有其他工作,,不是主要收入来源,男,未婚,23-25岁,高中/中专/职高,地级市/县级市市区,不清楚,161067200,1,0,0,信用得分<=3
c00087,41413,0,0,0,0,0,0,320,30,10.66666667,0,16,女装/女士精品,11,420000,湖北省,420100,武汉市,420106,武昌区,101843,武汉市区,2,51,3.931825633,19,2.944438979,358.01,5.880560919,9,2.197224577,4,,1,,,,1,1,,,125,,,,上学,,只经营网店，没有其他工作,,不是主要收入来源,女,未婚,18-22岁,大学本科,省会城市市区,非农业户口,372053685,1,0,2,2星级
c00088,40737,,0,30,30,30,30,4706,30,156.8666667,0,50008164,住宅家具,160,320000,江苏省,320300,徐州市,320324,睢宁县,101996,睢宁县,6,784,6.66440902,557,6.32256524,730.1,6.593181511,9,2.197224577,6,,2,,,,2,2,,1,84,,,,受雇于企业,,只经营网店，没有其他工作,,是唯一收入来源,女,已婚,26-30岁,高中/中专/职高,农村,不清楚,731165468,\N,0,4,4星级
c00089,39636,,0,30,30,0,0,2420,30,80.66666667,0,50050359,水产肉类/新鲜蔬果/熟食,88,510000,四川省,510100,成都市,510105,青羊区,100282,成都市区,2,537,6.285998095,79,4.369447852,20,2.995732274,2,0.693147181,2,4,2,2,2,100,,1,2,2,,,,,受雇于企业,,受雇于企业（包括个体户）,,是主要收入来源,女,已婚,26-30岁,大专,省会城市市区,非农业户口,50102997,2,1,7,2钻
c00090,40184,,0,30,30,30,30,14861,30,495.3666667,0,23,古董/邮币/字画/收藏,368,110000,北京,110100,北京市,110108,海淀区,100180,北京市区,1,94509,11.45645035,19477,9.876989561,1230357.28,14.02281516,1288,7.160845907,692,5,5,5,5,100,,1,4,1,100,63,10,3000,受雇于企业,,只经营网店，没有其他工作,,是唯一收入来源,男,已婚,31-35岁,大专,省会城市市区,非农业户口,332517627,5,4,10,5钻
c00091,41413,0,0,30,30,0,0,2759,30,91.96666667,0,16,女装/女士精品,93,440000,广东省,440800,湛江市,440881,廉江市,102204,廉江市,5,647,6.472346295,294,5.683579767,2602.22,7.864120206,54,3.988984047,36,,1,,,,1,1,,,12,,,,上学,,打理自己的实体店或工厂,,不是主要收入来源,女,未婚,23-25岁,大学本科,地级市/县级市市区,非农业户口,233987991,1,0,4,4星级
c00092,41413,0,0,30,30,0,0,1790,30,59.66666667,0,30,男装,64,330000,浙江省,330100,杭州市,330108,滨江区,100650,杭州市区,2,1159,7.055312843,548,6.306275287,618,6.426488457,14,2.63905733,12,,1,,,,1,1,,1,126,,30,1800,受雇于企业（包括个体户）,,只经营网店，没有其他工作,,是主要收入来源,男,未婚,23-25岁,高中/中专/职高,省会城市市区,农业户口,361041218,\N,0,3,3星级
c00093,41412,0,0,0,0,0,0,2928,30,97.6,0,16,女装/女士精品,100,440000,广东省,440100,广州市,440111,白云区,100550,广州市区,1,3214,8.075271546,1630,7.396335294,6083.21,8.713287796,50,3.912023005,11,,2,,,,2,2,,,240,,,,,在公司上班,只经营网店，没有其他工作,,是主要收入来源,女,未婚,23-25岁,高中/中专/职高,地级市/县级市市区,农业户口,338785970,2,0,2,2星级
c00094,40769,,0,23,30,0,0,9628,30,320.9333333,0,50023878,自用闲置转让,0,340000,安徽省,341400,巢湖市,341424,和县,100260,和县,6,132,4.882801923,77,4.343805422,1995,7.598399329,4,1.386294361,4,,5,,,,5,1,5,,o,75,,2300,上学,,只经营网店，没有其他工作,,不是主要收入来源,男,未婚,23-25岁,大专,直辖市市区,农业户口,323957167,\N,0,1,1星级
c00095,41344,,0,30,0,30,30,1244,30,41.46666667,0,50020485,五金/工具,41,330000,浙江省,330700,金华市,330784,永康市,100900,永康市,5,4832,8.48301574,3032,8.016977747,24256.31,10.09643207,84,4.430816799,64,3,2,2,1,80,,2,1,2,12,9,7,,个体户,,只经营网店，没有其他工作,,是主要收入来源,男,已婚,36-40岁,高中/中专/职高,地级市/县级市市区,非农业户口,856722408,\N,0,5,5星级
c00096,41412,0,0,30,0,12,30,2610,30,87,0,16,女装/女士精品,99,440000,广东省,440100,广州市,440111,白云区,100550,广州市区,1,2144,7.670428522,985,6.892641641,1276.2,7.151642191,24,3.17805383,8,,3,,,,3,1,1,2,14,,14,,上学,,只经营网店，没有其他工作,,是唯一收入来源,男,未婚,18-22岁,高中/中专/职高,地级市/县级市市区,农业户口,1701098959,\N,0,3,3星级
c00097,41403,,0,29,30,0,0,1076,30,35.86666667,0,21,居家日用/婚庆/创意礼品,41,370000,山东省,371700,菏泽市,371723,成武县,100685,成武县,6,1101,7.003974137,289,5.666426688,2780.4,7.930350081,31,3.433987204,9,,3,,,,3,2,1,1,12,8,3,1200,受雇于企业（包括个体户）,,打理自己的实体店或工厂,,不是主要收入来源,男,已婚,31-35岁,高中/中专/职高,县城市区,农业户口,134721781,\N,0,4,4星级
c00098,41412,0,0,18,0,30,19,2279,30,75.96666667,0,16,女装/女士精品,97,440000,广东省,441900,东莞市,441900,东莞市,100426,东莞市区,2,2865,7.960323629,1456,7.283448229,767.8,6.643529283,10,2.302585093,7,,1,,,,1,1,,,10,,,,受雇于企业,,只经营网店，没有其他工作,,是主要收入来源,女,已婚,26-30岁,高中/中专/职高,郊区,农业户口,1698712125,\N,0,3,3星级
c00099,41412,0,0,4,30,0,0,3328,30,110.9333333,0,16,女装/女士精品,146,320000,江苏省,320900,盐城市,320923,阜宁县,102055,阜宁县,6,1340,7.200424893,672,6.510258341,1687.05,7.430736721,16,2.772588722,7,,3,,,,3,1,,,,,,,受雇于企业,,只经营网店，没有其他工作,,是主要收入来源,女,已婚,26-30岁,大学本科,县城市区,不清楚,1699398169,\N,0,3,3星级
c00100,41412,0,0,30,30,29,3,4422,30,147.4,0,16,女装/女士精品,210,440000,广东省,440100,广州市,440113,番禺区,100550,广州市区,1,71492,11.17734083,41560,10.63489345,56077.08,10.93448245,2580,7.855544678,1795,,1,,,,1,1,,1,14,,6,,受雇于企业（包括个体户）,,只经营网店，没有其他工作,,是唯一收入来源,男,未婚,23-25岁,大学本科,省会城市市区,非农业户口,825225037,2,2,9,4钻
c00101,40543,,0,0,30,0,0,339,30,11.3,0,21,居家日用/婚庆/创意礼品,10,140000,山西省,140900,忻州市,140902,忻府区,101934,忻州市区,4,14,2.63905733,12,2.48490665,1.72,0.542324291,1,0,1,,2,,,,2,2,1,1,,,,,在政府部门或事业单位工作,,在政府部门或事业单位工作,,不是主要收入来源,女,已婚,31-35岁,高中/中专/职高,地级市/县级市市区,农业户口,383830477,2,0,2,2星级
c00102,41397,,0,0,2,20,0,437,30,14.56666667,0,50011397,珠宝/钻石/翡翠/黄金,20,450000,广西壮族自治区,450500,北海市,450502,海城区,100178,北海市区,4,1537,7.337587744,897,6.799055862,2257.5,7.722013285,38,3.63758616,26,2,2,2,2,80,,2,,,85,,,,个体户,,只经营网店，没有其他工作,,是唯一收入来源,女,已婚,31-35岁,大学本科,地级市/县级市市区,非农业户口,1684139797,\N,0,5,5星级
c00103,41412,0,0,30,30,0,21,8045,30,268.1666667,0,50006842,箱包皮具/热销女包/男包,99,440000,广东省,440100,广州市,440114,花都区,100550,广州市区,1,1082,6.986566459,465,6.142037406,2034.9,7.618201957,112,4.718498871,83,,1,,,,1,2,,,70,,,,在淘宝（天猫）其他网店工作,,只经营网店，没有其他工作,,不是主要收入来源,男,未婚,23-25岁,高中/中专/职高,省会城市市区,农业户口,383762601,\N,0,4,4星级
c00104,41412,0,0,30,29,13,0,1065,30,35.5,0,16,女装/女士精品,43,440000,广东省,440100,广州市,440113,番禺区,100550,广州市区,1,247,5.509388337,156,5.049856007,870,6.768493212,12,2.48490665,4,,1,,,,1,1,,1,,,,,无事可做（休息、待业）,,只经营网店，没有其他工作,,不是主要收入来源,男,已婚,26-30岁,大学本科,地级市/县级市市区,非农业户口,321088731,1,0,2,2星级
c00105,41411,0,0,30,30,24,0,5119,30,170.6333333,0,50006842,箱包皮具/热销女包/男包,183,130000,河北省,130600,保定市,130684,高碑店市,100156,高碑店市,5,6533,8.784621535,3555,8.176110342,3017.38,8.012144184,58,4.060443011,51,2,2,2,1,60,,2,0,,10,,,,在政府部门或事业单位工作,,在政府部门或事业单位工作,,不是主要收入来源,男,已婚,36-40岁,大专,县城市区,非农业户口,1104931120,\N,0,5,5星级
c00106,41411,0,0,30,30,30,27,11249,30,374.9666667,0,1625,女士内衣/男士内衣/家居服,397,440000,广东省,440500,汕头市,440514,潮南区,101533,汕头市区,2,16291,9.698368087,3091,8.036249942,9926.11,9.202923938,273,5.609471795,132,,2,,,,2,2,2,,84,84,,,个体户,,只经营网店，没有其他工作,,是主要收入来源,男,已婚,26-30岁,初中或以下,直辖市市区,农业户口,1699304945,1,1,7,2钻
c00107,41398,0,0,0,30,0,0,995,30,33.16666667,0,50008090,3C数码配件,33,440000,广东省,441600,河源市,441602,源城区,100680,河源市区,4,68,4.219507705,60,4.094344562,110,4.700480366,1,0,1,,1,,,,1,1,,,,,,,,自己开店,打理自己的实体店或工厂,,不是主要收入来源,男,已婚,36-40岁,高中/中专/职高,地级市/县级市市区,农业户口,341294525,\N,0,1,1星级
