from,to,time
美国国际集团,九城,2003
曼聂舵,摩比天线,2003
麦顿投资,德海尔,2003
龙科创投,天盟网络,2003
龙科创投,昂科,2003
联讯创投,芯原,2003
联想投资,中讯软件,2003
联想投资,中网迅驰,2003
联想投资,宇阳科技,2003
联想投资,鑫诺,2003
联想投资,苏州星恒,2003
联想投资,光桥科技,2003
联想投资,高维信诚,2003
力合清源创投,时代天使,2003
力合清源创投,深圳集成电路,2003
力合清源创投,南海国凯数字媒体产业园,2003
力合清源创投,力合医疗,2003
力合清源创投,力合材料,2003
里昂证券亚太恒富资本,泰德制药,2003
老虎基金,卓越网,2003
老虎基金,艺龙旅行网(e龙),2003
老虎基金,携程旅行网,2003
蓝山中国资本,艺龙旅行网(e龙),2003
凯雷,新能源,2003
开元创投,雅度,2003
今日投资,久久丫,2003
江苏省高投,常铝铝业,2003
纪源资本,兆日科技,2003
纪源资本,华友世纪,2003
集富亚洲,中国无线,2003
集富亚洲,兆日科技,2003
集富亚洲,宇龙通信,2003
集富亚洲,科盾,2003
集富亚洲,光桥科技,2003
慧盛创投,上海高清,2003
慧盛创投,交大高清,2003
慧立创投,上海高清,2003
汇睿资本,迈普通信,2003
华兴创投,三优光电,2003
华兴创投,南方红豆杉,2003
华兴创投,恒一科技,2003
华兴创投,福晶科技,2003
华兴创投,福建高交所,2003
华兴创投,奥卡尼克,2003
华平,卡森国际,2003
华工创投,华工科技孵化器,2003
华登国际,中芯国际,2003
沪光,嘉汉木业,2003
弘毅投资,中国银行,2003
弘毅投资,中国玻璃,2003
河南创投,创业爱德生物,2003
河北科投,旭辉电气,2003
河北科投,六合制药,2003
河北科投,邯郸新材料,2003
河北科投,工大化工设备,2003
汉友创投,慧荣,2003
汉鼎亚太,中芯国际,2003
汉鼎亚太,万国数据,2003
汉鼎亚太,高阳软科,2003
国际金融公司,华润微电子（原华润上华）,2003
广州科风投,泰默生物,2003
广州科风投,圣玛特仪器,2003
广州科风投,蓝鸽科技,2003
广州科风投,广发基金,2003
广州科风投,安达股份（安达轴瓦）,2003
广东风投,天波信息,2003
广东风投,顺络电子,2003
高盛,宝业集团,2003
富兰克林邓普顿投资,华润微电子（原华润上华）,2003
富达亚洲,科盾,2003
富达亚洲,华友世纪,2003
复星谱润,海翔药业,2003
恩颐投资,中芯国际,2003
东湖创投,华泰典当,2003
鼎晖投资,中国人寿,2003
鼎晖投资,蒙牛,2003
鼎晖投资,李宁,2003
大华投资,星华氨纶,2003
大华投资,东方纪元,2003
成为,宏迅软件,2003
成都创新风投,鑫通高科技,2003
成都创新风投,华西药业,2003
辰能风投,中百信,2003
辰能风投,易天元,2003
辰能风投,哈工大热能,2003
辰能风投,光宇电源,2003
辰能风投,工大环保,2003
辰能风投,彼绍特科技,2003
辰能风投,斑泰科,2003
博嵘创投,华悒房产,2003
北京星恒,苏州星恒,2003
北京国资,北京银行,2003
北京创投,齐兴能源,2003
霸菱亚洲,京信通信技术（广州）公司,2003
安徽科投,金泰化工,2003
Will Capital,联都实业,2003
Wamm Asset Management,天圜营养,2003
SVC,滚石移动,2003
SVC,Purple Ace,2003
Suez Asia,九城,2003
PVM,华润微电子（原华润上华）,2003
IDG资本,中博传媒,2003
IDG资本,芯原,2003
IDG资本,数联软件(POCO),2003
IDG资本,如家,2003
IDG资本,如家,2003
IDG资本,日海通讯,2003
IDG资本,金融界,2003
IDG资本,动网论坛,2003
IDG资本,达内科技,2003
IDG资本,8848,2003
DCM,中芯国际,2003
CCI,华润微电子（原华润上华）,2003
Avia Capital,天圜营养,2003
3i,新能源,2003
3i,华润微电子（原华润上华）,2003
住友商事,华润锦华,2004
珠海清华科技园创投,力合技术,2004
中信资本,哈药集团,2004
中科招商,数码视讯,2004
中经合,明泰科技,2004
中经合,凯思昊鹏,2004
中经合,互动时空,2004
中经合,光远,2004
中经合,分众传媒,2004
中经合,All-PowerAmerica,2004
中国网通,天天在线,2004
中国风险投资,合纵科技,2004
中关村创投,时代桃源,2004
中关村创投,软通动力,2004
智基创投,智多微电子,2004
智基创投,展讯,2004
智基创投,乙太光电,2004
智基创投,移通半径,2004
智基创投,讯天通信,2004
智基创投,世芯电子,2004
智基创投,捷顶微电子,2004
智基创投,滚石移动,2004
智基创投,风网100TV,2004
智基创投,BCD半导体,2004
招商科技,中国生物信息,2004
招商科技,易能电气,2004
招商科技,世龙实业（原江西电化精细）,2004
招商科技,圣华科技,2004
招商科技,龙旗控股,2004
招商科技,九思泰达,2004
招商科技,A&K教育软件,2004
招商局富鑫,展讯,2004
招商局富鑫,易金,2004
招商局富鑫,万代半导体,2004
招商局富鑫,葵和精密电子,2004
招商局富鑫,久游网,2004
招商局富鑫,锋众,2004
招商局富鑫,分众传媒,2004
招商局富鑫,安凯微电子,2004
长安私人资本,西安皓天,2004
张江创投,复旦上科多媒体,2004
渣打直投,瑞安房地产,2004
渣打直投,瑞安房地产,2004
渣打直投,国人通信,2004
云月投资,捷银,2004
粤科风投,奇力制药,2004
优势资本,七星购物,2004
永威投资,颀中科技,2004
永威投资,安凯微电子,2004
盈富泰克,软通动力,2004
盈富泰克,美广互动,2004
盈富泰克,立得空间,2004
盈富泰克,华天科技,2004
盈富泰克,海鑫科金,2004
盈富泰克,东大通信,2004
英特尔投资,天融信,2004
英特尔投资,赛龙国际,2004
英特尔投资,海辉软件,2004
英特尔投资,方泰电子,2004
英特尔投资,鼎芯半导体,2004
英特尔投资,德信无线,2004
英特尔投资,楚亚,2004
英特尔投资,BCD半导体,2004
英联,禹华通信,2004
英联,宁夏红集团,2004
英联,国人通信,2004
银瑞达,华润锦华,2004
毅鸣投资,闽中有机食品,2004
毅鸣投资,龙旗控股,2004
怡和创投,智芯科技,2004
怡和创投,展讯,2004
怡和创投,华亚微,2004
亚商资本,新华泛亚医疗,2004
雅戈尔投资,宁波银行,2004
旭扬创投,世芯电子,2004
旭扬创投,方泰电子,2004
星展,华润锦华,2004
信中利,百度,2004
新世界利宝,天能动力,2004
新桥,深发展,2004
新加坡政府投资,雨润食品,2004
新安财富创投,联合威利,2004
橡子园,移通半径,2004
橡子园,微点科技,2004
橡子园,普然通讯,2004
橡子园,捷顶微电子,2004
橡子园,广优,2004
祥峰集团,智芯科技,2004
祥峰集团,展讯,2004
祥峰集团,天融信,2004
湘投高创投,株洲硬质合金集团,2004
湘投高创投,中大思特,2004
湘投高创投,博云,2004
武汉科创,黄金口科技,2004
梧桐投资,智芯科技,2004
维众创投,坤迈,2004
维众创投,分众传媒,2004
维众创投,分众传媒,2004
同华投资,华菱重卡,2004
通联资本,海利得,2004
天图创投,中联地产,2004
天图创投,绿源木业,2004
天堂硅谷,北京停云馆,2004
天津创投,天津技术产权交易,2004
天津创投,天津博和利,2004
泰山创投,中外炉铝业,2004
苏州创投,摩士客,2004
苏州创投,葵和精密电子,2004
苏州创投,海尔集成电路,2004
松禾资本,天骄科技,2004
思科香港,世芯电子,2004
思科香港,风网100TV,2004
盛诺金地产基金,沈阳居易置业,2004
盛诺金地产基金,济南居易,2004
胜捷投资,山松生物,2004
深圳中小企业创业投资,键桥通讯,2004
深圳创新投,西安皓天,2004
深圳创新投,仁皇药业,2004
深圳创新投,开元控股,2004
社保基金会,交通银行,2004
上海永宣,中怡精细化工,2004
上海永宣,掌讯远景,2004
上海永宣,西部矿业,2004
上海永宣,天舟通信,2004
上海永宣,天联世纪,2004
上海永宣,欢乐数码,2004
上海永宣,富年科技,2004
上海永宣,东岳集团,2004
上海永宣,傲信通讯(傲讯华天),2004
上海信投,市民信箱,2004
上海华盈,思华科技,2004
上海华盈,分众传媒,2004
上海华盈,东方般若,2004
上海华盈,百度,2004
上海华盈,安家网,2004
上海华盈,阿里巴巴,2004
上海创投,同杰良,2004
山东高新投,新北洋,2004
山东高新投,山东金晶,2004
山东高新投,山东国际信托,2004
山东高新投,山东都庆,2004
山东高新投,如意科技,2004
山东高新投,康威通信,2004
山东高新投,华东数控,2004
三井物产环球投资,天下互联,2004
三井物产环球投资,广源传媒,2004
赛富投资基金,中联科伟达,2004
赛富投资基金,永新视博,2004
赛富投资基金,银联商务,2004
赛富投资基金,天融信,2004
赛富投资基金,替您录,2004
赛富投资基金,唐龙国际,2004
赛富投资基金,世芯电子,2004
赛富投资基金,基和唯上(唯上科技),2004
赛富投资基金,博客网（博客中国）,2004
萨斯克汉纳投资,金融界,2004
软银中国,数字鱼,2004
软银中国,阿里巴巴,2004
清华创投,维恩克,2004
清华创投,宏信软件,2004
青云创投,龙禹环保,2004
青云创投,嘉禾木,2004
青云创投,环保服务,2004
青云创投,佰德信,2004
启迪创投,世纪鼎点,2004
启迪创投,清大天一,2004
启迪创投,科泰华捷（科泰世纪）,2004
启迪创投,傲信通讯(傲讯华天),2004
普讯创投,光远,2004
普凯,天能动力,2004
摩托罗拉,欢乐数码,2004
麦顿投资,禹华通信,2004
麦顿投资,怡德亨科技,2004
麦顿投资,山东中轩,2004
麦顿投资,分众传媒,2004
洛克利集团,微感光电子,2004
龙科创投,久游网,2004
龙科创投,锋众,2004
联想投资,掌中传媒,2004
联想投资,展讯,2004
联想投资,讯天通信,2004
联想投资,天择科技（WaWa游戏乐园）,2004
联想投资,唐诺国际,2004
联想投资,金环天朗,2004
联想投资,滚石移动,2004
联想投资,广源传媒,2004
联想投资,锋众,2004
联创策源,天舟通信,2004
力合清源创投,飞乐音响,2004
老虎基金,新东方,2004
老虎基金,当当网,2004
蓝驰创投,葵和精密电子,2004
蓝驰创投,楚亚,2004
凯雷,醒时世纪,2004
凯雷,新能源,2004
凯雷,我玩网,2004
凯雷,聚众传媒,2004
凯雷,久游网,2004
凯雷,华亚微,2004
今日投资,爱康网(爱康国宾),2004
今日投资,7天,2004
捷鸿资本,AAC,2004
江西高投,巴士在线,2004
江苏苏高新,苏州高新区中小企业担保,2004
江苏苏高新,东菱振动,2004
纪源资本,海辉软件,2004
纪源资本,阿里巴巴,2004
纪源资本,BCD半导体,2004
纪源资本,AAC,2004
集富亚洲,搜个够,2004
集富亚洲,葵和精密电子,2004
集富亚洲,海辉软件,2004
集富亚洲,国人通信,2004
集富亚洲,港门科技,2004
集富亚洲,飞博创,2004
集富亚洲,BCD半导体,2004
慧盛创投,海隆软件,2004
慧盛创投,海隆软件,2004
惠理基金,瑞安房地产,2004
惠理基金,瑞安房地产,2004
汇睿资本,德信无线,2004
环渤海创投,瑞宝黄芪,2004
华兴创投,华兴文化,2004
华威国际,捷顶微电子,2004
华平,山东中轩,2004
华平,锐迪科,2004
华平,卡森国际,2004
华平,哈药集团,2004
华平,港湾网络,2004
华平,大唐微电子,2004
华禾,弥亚微,2004
华禾,CDP,2004
华工创投,天喻信息,2004
华登国际,中微半导体,2004
华登国际,智芯科技,2004
华登国际,兆日科技,2004
华登国际,泰景科技,2004
华登国际,捷顶微电子,2004
华登国际,滚石移动,2004
华登国际,安凯微电子,2004
华登国际,埃派克森,2004
花旗创投,瑞安房地产,2004
花旗创投,瑞安房地产,2004
湖南高新创投集团,光琇科技,2004
红点投资,中微半导体,2004
红点投资,BCD半导体,2004
弘毅投资,德农种业,2004
亨德森全球投资,艾美特电器,2004
河南高科创投,农科院种业,2004
河南创投,多氟多,2004
汉友创投,捷顶微电子,2004
汉能,框架传媒,2004
汉鼎亚太,泰景科技,2004
海汇投资,博云,2004
国泰财富,西安皓天,2004
国泰财富,泛华保险,2004
国泰财富,东南融通,2004
国际金融公司,中国绿能,2004
国际金融公司,华润锦华,2004
国际金融公司,丰林集团,2004
国际金融公司,大荣,2004
国际金融公司,安家网,2004
广州科风投,广东鸿图,2004
广东风投,玉柴工程机械,2004
广东风投,广东鸿图,2004
光速创投,中微半导体,2004
光大控股投资,德信无线,2004
谷歌风投,百度,2004
戈壁,玩网体育,2004
戈壁,灵图,2004
戈壁,灵图,2004
戈壁,DMG,2004
高通,长城软件,2004
高通,我玩网,2004
高通,德信无线,2004
高盛,海王星辰,2004
高盛,分众传媒,2004
高达资本,中辉控股（陕西中辉）,2004
富鑫国际,展讯,2004
富鑫国际,龙旗控股,2004
富兰克林邓普顿投资,华润锦华,2004
富达亚洲,华友世纪,2004
富达亚洲,点击科技,2004
富达亚洲,阿里巴巴,2004
复星谱润,台州反光材料,2004
复星谱润,奥得赛,2004
复旦量子,神州运通,2004
复旦量子,上海多媒体产业园展示规划设计有限公司,2004
复旦量子,复旦上科多媒体,2004
泛大西洋资本,中星微,2004
恩颐投资,展讯,2004
恩颐投资,替您录,2004
恩颐投资,泰景科技,2004
恩颐投资,BCD半导体,2004
东湖创投,中联药业,2004
东湖创投,天喻信息,2004
东湖创投,火箭股份,2004
鼎晖投资,雨润食品,2004
鼎晖投资,分众传媒,2004
德丰杰,龙旗控股,2004
德丰杰,分众传媒,2004
德丰杰,鼎芯半导体,2004
德丰杰,百度,2004
大鹏创投,回天胶业,2004
大华投资,BCD半导体,2004
达晨创投,和而泰,2004
成为,华亚微,2004
成为,AAC,2004
成都高新创新投资,久远新方向,2004
晨兴集团,盛华商通,2004
晨兴集团,联丰通信,2004
晨兴集团,阿哈媒体,2004
晨兴创投,优友地带,2004
辰能风投,中辰科技,2004
辰能风投,阳光纳米,2004
辰能风投,仁皇药业,2004
辰能风投,哈药集团,2004
辰能风投,哈工大热能,2004
辰能风投,工大环保,2004
辰能风投,辰昇语音,2004
辰能风投,八达通用微电子,2004
贝尔,欢乐数码,2004
北京创投,奥尊,2004
半岛投资,百度,2004
霸菱亚洲,诺亚舟,2004
奥迈资本,百度,2004
安佰深,飞博创,2004
Venrock,BCD半导体,2004
TOM在线,长城软件,2004
SVC,联丰通信,2004
PVG,葵和精密电子,2004
LB 投资公司（原 LGVI）,龙旗控股,2004
KPP,亚新科,2004
KLM Capital,普然通讯,2004
InterWest,中微半导体,2004
Integrity Partners,百度,2004
IDG资本,中搜,2004
IDG资本,掌中无限（皮咔）,2004
IDG资本,长城软件,2004
IDG资本,赢思软件（小I）,2004
IDG资本,亿美软通,2004
IDG资本,迅雷,2004
IDG资本,休曼互动,2004
IDG资本,新热力,2004
IDG资本,网龙,2004
IDG资本,天天在线,2004
IDG资本,数字鱼,2004
IDG资本,魔龙国际,2004
IDG资本,框架传媒,2004
IDG资本,富年科技,2004
IDG资本,博尚网,2004
IDG资本,博客网（博客中国）,2004
IDG资本,A8音乐,2004
IDG资本,5173.com,2004
IDG资本,3G门户网,2004
IDG资本,265上网导航,2004
Genesis Campus,移通半径,2004
FPEA,龙旗控股,2004
DCM,中星微,2004
DCM,前程无忧 (51job),2004
DCM,埃派克森,2004
CCI,华润锦华,2004
C2 Capital,世芯电子,2004
Bay Partners,中微半导体,2004
Allegis,盛华商通,2004
Allegis,阿哈媒体,2004
3i,智芯科技,2004
3i,华润锦华,2004
3i,海湾控股,2004
3i,分众传媒,2004
3i,鼎芯半导体,2004
紫光创新,苏州紫光,2005
住友商事,玺诚传媒广告公司,2005
住友商事,玺诚传媒,2005
住友商事,腾仁信息(腾武数码),2005
住友商事,大承网络,2005
株洲高科创业,株洲钻石切削刀具,2005
重庆科风投,杜克密封件,2005
中信联合,辰州矿业,2005
中联资本,富驿酒店,2005
中科招商,中国安防,2005
中科招商,同济同捷,2005
中科招商,森禾种业,2005
中科招商,青牛软件,2005
中科招商,莱斯达(中国民航网),2005
中经合,中宽传媒,2005
中经合,芯原,2005
中经合,全景视觉,2005
中经合,博动科技,2005
中经合,傲游,2005
中国高新投,福瑞股份,2005
